Epoch,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy
1,0.7023230195045471,0.2874999940395355,0.699454128742218,0.36250001192092896
2,0.7013515830039978,0.2874999940395355,0.6985653042793274,0.375
3,0.7003938555717468,0.27916666865348816,0.6976929903030396,0.3499999940395355
4,0.6994554400444031,0.3083333373069763,0.6968308687210083,0.3499999940395355
5,0.6985153555870056,0.3291666805744171,0.6959743499755859,0.36250001192092896
6,0.6975542902946472,0.3499999940395355,0.69512939453125,0.36250001192092896
7,0.6966263651847839,0.38333332538604736,0.694284200668335,0.375
8,0.6956902146339417,0.4166666567325592,0.6934477090835571,0.44999998807907104
9,0.6947619318962097,0.44583332538604736,0.6926178336143494,0.4749999940395355
10,0.6938518285751343,0.4791666567325592,0.6917927861213684,0.5249999761581421
11,0.6929298639297485,0.5041666626930237,0.6909761428833008,0.5625
12,0.6920267343521118,0.5541666746139526,0.6901723742485046,0.6000000238418579
13,0.691135585308075,0.5916666388511658,0.6893773078918457,0.637499988079071
14,0.6902442574501038,0.6416666507720947,0.6885851621627808,0.6625000238418579
15,0.6893632411956787,0.6875,0.6877970099449158,0.6875
16,0.6884877681732178,0.6916666626930237,0.6870160102844238,0.6875
17,0.6876039505004883,0.699999988079071,0.6862382888793945,0.699999988079071
18,0.6867498755455017,0.7124999761581421,0.6854642629623413,0.7124999761581421
19,0.6858993768692017,0.7166666388511658,0.6846998333930969,0.737500011920929
20,0.6850425004959106,0.7166666388511658,0.6839443445205688,0.737500011920929
21,0.6842109560966492,0.7166666388511658,0.6832007765769958,0.75
22,0.6833952069282532,0.7166666388511658,0.6824575662612915,0.75
23,0.6825522184371948,0.7166666388511658,0.6817170977592468,0.75
24,0.6817163228988647,0.7166666388511658,0.6809769868850708,0.75
25,0.6808881163597107,0.7166666388511658,0.6802467107772827,0.75
26,0.6800633668899536,0.7124999761581421,0.6795207262039185,0.75
27,0.679253876209259,0.7166666388511658,0.6787974834442139,0.75
28,0.6784226298332214,0.7124999761581421,0.67807537317276,0.75
29,0.6775944232940674,0.7124999761581421,0.6773576736450195,0.75
30,0.6767799258232117,0.7124999761581421,0.6766424775123596,0.75
31,0.6759707927703857,0.7083333134651184,0.6759306192398071,0.75
32,0.6751524209976196,0.7124999761581421,0.6752243638038635,0.75
33,0.6743308305740356,0.7124999761581421,0.6745125651359558,0.75
34,0.6735419631004333,0.7124999761581421,0.6737991571426392,0.75
35,0.6727176308631897,0.7124999761581421,0.673080325126648,0.75
36,0.6719056367874146,0.7124999761581421,0.6723521947860718,0.75
37,0.6710742712020874,0.7124999761581421,0.6716166138648987,0.75
38,0.6702674031257629,0.7208333611488342,0.6708880662918091,0.75
39,0.6694198846817017,0.7208333611488342,0.6701573133468628,0.75
40,0.668585479259491,0.7208333611488342,0.6694232225418091,0.75
41,0.6677525639533997,0.7250000238418579,0.6686834096908569,0.75
42,0.6669255495071411,0.7208333611488342,0.667935311794281,0.75
43,0.6660663485527039,0.7250000238418579,0.6671859622001648,0.762499988079071
44,0.6652357578277588,0.7250000238418579,0.6664391160011292,0.762499988079071
45,0.6644201874732971,0.7250000238418579,0.6656893491744995,0.7749999761581421
46,0.6635978817939758,0.7250000238418579,0.6649386882781982,0.7749999761581421
47,0.6627774834632874,0.7250000238418579,0.6641908884048462,0.7749999761581421
48,0.6619930863380432,0.7250000238418579,0.6634436845779419,0.7749999761581421
49,0.6611691117286682,0.7250000238418579,0.6626893877983093,0.7749999761581421
50,0.66033935546875,0.7208333611488342,0.6619333624839783,0.7749999761581421
51,0.6595314145088196,0.7250000238418579,0.661172091960907,0.7749999761581421
52,0.6587318181991577,0.7250000238418579,0.6604180335998535,0.7749999761581421
53,0.6579210758209229,0.7250000238418579,0.6596885323524475,0.7749999761581421
54,0.6571165323257446,0.7250000238418579,0.6589683294296265,0.7875000238418579
55,0.6563460230827332,0.7250000238418579,0.6582522392272949,0.7875000238418579
56,0.6555339097976685,0.7291666865348816,0.6575411558151245,0.7875000238418579
57,0.654757559299469,0.7291666865348816,0.6568299531936646,0.7749999761581421
58,0.653968870639801,0.7291666865348816,0.6561185121536255,0.762499988079071
59,0.6531906127929688,0.7291666865348816,0.6554160118103027,0.762499988079071
60,0.6524097323417664,0.7291666865348816,0.6547141671180725,0.762499988079071
61,0.6516464948654175,0.7333333492279053,0.6540135145187378,0.762499988079071
62,0.6508608460426331,0.7291666865348816,0.653322160243988,0.762499988079071
63,0.6500998139381409,0.7333333492279053,0.6526334881782532,0.762499988079071
64,0.6493335366249084,0.737500011920929,0.6519361734390259,0.762499988079071
65,0.6485460996627808,0.737500011920929,0.6512326002120972,0.762499988079071
66,0.6477615237236023,0.737500011920929,0.6505264043807983,0.762499988079071
67,0.6469852924346924,0.7416666746139526,0.6498149633407593,0.762499988079071
68,0.6461554169654846,0.7458333373069763,0.6491014957427979,0.7749999761581421
69,0.6453685164451599,0.7458333373069763,0.6483832597732544,0.7749999761581421
70,0.6445480585098267,0.7458333373069763,0.6476613879203796,0.7749999761581421
71,0.6437349915504456,0.7458333373069763,0.6469348669052124,0.7749999761581421
72,0.642930269241333,0.7458333373069763,0.646202564239502,0.7749999761581421
73,0.6421030759811401,0.7458333373069763,0.6454655528068542,0.7875000238418579
74,0.6412858963012695,0.7458333373069763,0.6447364091873169,0.7875000238418579
75,0.640457272529602,0.7458333373069763,0.6440030336380005,0.7875000238418579
76,0.6396348476409912,0.75,0.6432620286941528,0.7875000238418579
77,0.6387960314750671,0.75,0.6425145864486694,0.7875000238418579
78,0.6379579901695251,0.75,0.6417635083198547,0.7875000238418579
79,0.637119472026825,0.75,0.6410137414932251,0.7875000238418579
80,0.6362713575363159,0.75,0.6402592658996582,0.7749999761581421
81,0.6354379057884216,0.75,0.6395005583763123,0.7749999761581421
82,0.6345810294151306,0.75,0.638738751411438,0.7749999761581421
83,0.633722722530365,0.7541666626930237,0.6379695534706116,0.7749999761581421
84,0.6328675746917725,0.7541666626930237,0.6372001767158508,0.7749999761581421
85,0.63200843334198,0.7541666626930237,0.6364256143569946,0.7749999761581421
86,0.6311590671539307,0.7541666626930237,0.6356426477432251,0.7749999761581421
87,0.6302740573883057,0.7583333253860474,0.6348494291305542,0.7749999761581421
88,0.6294165253639221,0.7583333253860474,0.6340577006340027,0.7749999761581421
89,0.6285549998283386,0.7583333253860474,0.6332601308822632,0.7749999761581421
90,0.6276662349700928,0.7583333253860474,0.6324635148048401,0.7749999761581421
91,0.6267983913421631,0.7666666507720947,0.6316627264022827,0.7749999761581421
92,0.6259295344352722,0.7708333134651184,0.6308578252792358,0.7749999761581421
93,0.625065803527832,0.7708333134651184,0.6300542950630188,0.7749999761581421
94,0.6242119669914246,0.7708333134651184,0.6292516589164734,0.7749999761581421
