Epoch,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy
1,0.7126166820526123,0.23333333432674408,0.7019807696342468,0.4625000059604645
2,0.6927476525306702,0.5249999761581421,0.6862581372261047,0.5625
3,0.6766300797462463,0.5708333253860474,0.6726035475730896,0.6499999761581421
4,0.6630683541297913,0.6791666746139526,0.6602648496627808,0.7250000238418579
5,0.6498070359230042,0.737500011920929,0.648612380027771,0.75
6,0.6366084218025208,0.7749999761581421,0.6370951533317566,0.800000011920929
7,0.6230724453926086,0.8041666746139526,0.6251126527786255,0.800000011920929
8,0.6083961129188538,0.824999988079071,0.611704409122467,0.824999988079071
9,0.5922327637672424,0.824999988079071,0.5976219177246094,0.824999988079071
10,0.5753041505813599,0.8333333134651184,0.5827299356460571,0.8374999761581421
11,0.5576406717300415,0.8291666507720947,0.5674838423728943,0.8500000238418579
12,0.5394665002822876,0.8333333134651184,0.5518657565116882,0.8500000238418579
13,0.5207289457321167,0.824999988079071,0.5360567569732666,0.8500000238418579
14,0.5015175938606262,0.8291666507720947,0.5203534364700317,0.8374999761581421
15,0.4821239709854126,0.824999988079071,0.5046161413192749,0.8374999761581421
16,0.46303659677505493,0.8374999761581421,0.48947134613990784,0.8500000238418579
17,0.44459912180900574,0.8458333611488342,0.4750041961669922,0.8374999761581421
18,0.4269291162490845,0.8500000238418579,0.46213656663894653,0.8374999761581421
19,0.4104466736316681,0.8666666746139526,0.44925570487976074,0.824999988079071
20,0.39484894275665283,0.8666666746139526,0.4378598630428314,0.824999988079071
21,0.3803462088108063,0.862500011920929,0.4270322322845459,0.8374999761581421
22,0.36686232686042786,0.8666666746139526,0.4176674783229828,0.8374999761581421
23,0.35476070642471313,0.8666666746139526,0.40864434838294983,0.824999988079071
24,0.3434506952762604,0.8666666746139526,0.40285247564315796,0.8374999761581421
25,0.33380162715911865,0.8708333373069763,0.395366907119751,0.824999988079071
26,0.32486581802368164,0.875,0.38970500230789185,0.824999988079071
27,0.3166887164115906,0.8833333253860474,0.384591668844223,0.824999988079071
28,0.30942437052726746,0.8791666626930237,0.3802775740623474,0.824999988079071
29,0.30319228768348694,0.8791666626930237,0.378417432308197,0.824999988079071
30,0.2973867952823639,0.887499988079071,0.37596338987350464,0.824999988079071
31,0.2920931279659271,0.887499988079071,0.374428927898407,0.8374999761581421
32,0.28703585267066956,0.887499988079071,0.37147068977355957,0.8374999761581421
33,0.2824574112892151,0.887499988079071,0.37418821454048157,0.8500000238418579
34,0.278911292552948,0.887499988079071,0.3712446987628937,0.8374999761581421
35,0.27505603432655334,0.8833333253860474,0.3731510043144226,0.8374999761581421
36,0.2719172537326813,0.887499988079071,0.3700835108757019,0.8374999761581421
37,0.26812508702278137,0.8916666507720947,0.3655869960784912,0.8374999761581421
38,0.2659154236316681,0.8916666507720947,0.37031620740890503,0.8374999761581421
39,0.26350894570350647,0.8999999761581421,0.37187880277633667,0.8374999761581421
40,0.26114943623542786,0.8958333134651184,0.3731493651866913,0.8374999761581421
41,0.2591800391674042,0.8999999761581421,0.3697495460510254,0.8374999761581421
42,0.25658944249153137,0.8999999761581421,0.3725590109825134,0.8374999761581421
43,0.2550884783267975,0.8958333134651184,0.3747715353965759,0.8500000238418579
44,0.2537156641483307,0.8999999761581421,0.3719291090965271,0.8500000238418579
45,0.2519507110118866,0.8999999761581421,0.3704107701778412,0.8500000238418579
46,0.2502036988735199,0.9041666388511658,0.3692079186439514,0.8500000238418579
47,0.24875973165035248,0.8999999761581421,0.3671540915966034,0.8500000238418579
48,0.2476990818977356,0.8958333134651184,0.37214452028274536,0.862500011920929
49,0.24635478854179382,0.9041666388511658,0.3738035261631012,0.862500011920929
