Epoch,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy
1,0.6955243349075317,0.5041666626930237,0.6857439279556274,0.5375000238418579
2,0.6644875407218933,0.7666666507720947,0.6595404744148254,0.8374999761581421
3,0.6380335688591003,0.8791666626930237,0.6353990435600281,0.862500011920929
4,0.6142153143882751,0.8541666865348816,0.6131669282913208,0.862500011920929
5,0.5925135016441345,0.8458333611488342,0.5925934910774231,0.862500011920929
6,0.5719636678695679,0.8416666388511658,0.5730809569358826,0.8500000238418579
7,0.5523412823677063,0.8333333134651184,0.5545578002929688,0.8500000238418579
8,0.5336596369743347,0.824999988079071,0.5371777415275574,0.8374999761581421
9,0.5157595872879028,0.8291666507720947,0.5206199884414673,0.824999988079071
10,0.49856826663017273,0.8333333134651184,0.5051124095916748,0.824999988079071
11,0.48206526041030884,0.8333333134651184,0.49046197533607483,0.8374999761581421
12,0.4662375748157501,0.8333333134651184,0.4766395688056946,0.8374999761581421
13,0.4512581527233124,0.8333333134651184,0.4636625647544861,0.824999988079071
14,0.43705493211746216,0.8416666388511658,0.4516192376613617,0.824999988079071
15,0.42368558049201965,0.8416666388511658,0.4405819773674011,0.824999988079071
16,0.4111691117286682,0.8458333611488342,0.43045610189437866,0.824999988079071
17,0.39947664737701416,0.8500000238418579,0.4212350845336914,0.824999988079071
18,0.3884230852127075,0.8541666865348816,0.41347211599349976,0.824999988079071
19,0.378520131111145,0.8583333492279053,0.4060158133506775,0.8125
20,0.3692518174648285,0.862500011920929,0.39918676018714905,0.8125
21,0.3607068955898285,0.862500011920929,0.3930654227733612,0.824999988079071
22,0.35273534059524536,0.862500011920929,0.38735875487327576,0.824999988079071
23,0.3454386293888092,0.862500011920929,0.38257068395614624,0.824999988079071
24,0.33874478936195374,0.862500011920929,0.3786235451698303,0.8374999761581421
25,0.3324384391307831,0.862500011920929,0.3747917413711548,0.8374999761581421
26,0.32651814818382263,0.8666666746139526,0.37113356590270996,0.8374999761581421
27,0.3210981488227844,0.8708333373069763,0.3683815598487854,0.8374999761581421
28,0.31592750549316406,0.8666666746139526,0.36562907695770264,0.8374999761581421
29,0.31120315194129944,0.875,0.36371174454689026,0.8374999761581421
30,0.30671611428260803,0.875,0.3617217242717743,0.8374999761581421
31,0.30244919657707214,0.8833333253860474,0.36001190543174744,0.8374999761581421
32,0.2984362840652466,0.875,0.35848093032836914,0.8374999761581421
33,0.29466405510902405,0.8833333253860474,0.3570415675640106,0.8374999761581421
34,0.2911199927330017,0.8833333253860474,0.35630255937576294,0.8374999761581421
35,0.28773483633995056,0.8916666507720947,0.3554838299751282,0.8500000238418579
36,0.28459540009498596,0.8916666507720947,0.35425856709480286,0.8500000238418579
37,0.2816122770309448,0.887499988079071,0.35424670577049255,0.8500000238418579
38,0.2789176106452942,0.8916666507720947,0.35388875007629395,0.8500000238418579
39,0.27625855803489685,0.8916666507720947,0.35292646288871765,0.8500000238418579
40,0.27372536063194275,0.887499988079071,0.35311460494995117,0.8500000238418579
41,0.27128225564956665,0.887499988079071,0.3532773554325104,0.8500000238418579
42,0.2689056992530823,0.8916666507720947,0.35195112228393555,0.8374999761581421
43,0.2666834592819214,0.8958333134651184,0.35328391194343567,0.8374999761581421
44,0.26482093334198,0.8958333134651184,0.35336267948150635,0.8374999761581421
45,0.2629323899745941,0.8999999761581421,0.3531731963157654,0.8374999761581421
46,0.2611207067966461,0.8958333134651184,0.3538883328437805,0.8374999761581421
47,0.25947296619415283,0.8958333134651184,0.35410770773887634,0.8374999761581421
48,0.25785374641418457,0.8958333134651184,0.35317787528038025,0.8374999761581421
49,0.25609150528907776,0.8958333134651184,0.3550237715244293,0.8500000238418579
50,0.2550124526023865,0.8999999761581421,0.3545531630516052,0.8500000238418579
