Epoch,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy
1,0.6406019330024719,0.6833333373069763,0.6496256589889526,0.6499999761581421
2,0.6393433213233948,0.6833333373069763,0.6485056281089783,0.6625000238418579
3,0.6381261348724365,0.6833333373069763,0.6473953127861023,0.6625000238418579
4,0.6368910074234009,0.6833333373069763,0.6462856531143188,0.6499999761581421
5,0.6356624364852905,0.6875,0.6451825499534607,0.6499999761581421
6,0.6344490051269531,0.6916666626930237,0.6440873146057129,0.6625000238418579
7,0.6332629919052124,0.6916666626930237,0.6430014371871948,0.675000011920929
8,0.6320707201957703,0.6916666626930237,0.6419255137443542,0.675000011920929
9,0.6309024095535278,0.6916666626930237,0.6408552527427673,0.6875
10,0.6297269463539124,0.699999988079071,0.6397930979728699,0.6875
11,0.6285708546638489,0.699999988079071,0.6387364864349365,0.699999988079071
12,0.6274110078811646,0.7041666507720947,0.6376866102218628,0.699999988079071
13,0.6262654066085815,0.7041666507720947,0.6366441249847412,0.699999988079071
14,0.6251388788223267,0.7041666507720947,0.635608434677124,0.699999988079071
15,0.623991072177887,0.7041666507720947,0.6345771551132202,0.699999988079071
16,0.6228673458099365,0.7083333134651184,0.6335521340370178,0.699999988079071
17,0.6217421889305115,0.7083333134651184,0.6325329542160034,0.7124999761581421
18,0.6206398010253906,0.7083333134651184,0.6315176486968994,0.7250000238418579
19,0.6195374727249146,0.7124999761581421,0.6305084228515625,0.7250000238418579
20,0.6184284687042236,0.7166666388511658,0.6295110583305359,0.7250000238418579
21,0.6173332333564758,0.7208333611488342,0.6285187005996704,0.75
22,0.6162439584732056,0.7333333492279053,0.6275297999382019,0.75
23,0.6151610016822815,0.7333333492279053,0.6265461444854736,0.75
24,0.6140815615653992,0.7333333492279053,0.625565767288208,0.75
25,0.6129968166351318,0.737500011920929,0.6245894432067871,0.75
26,0.6119269132614136,0.737500011920929,0.623618483543396,0.75
27,0.6108551621437073,0.7416666746139526,0.6226529479026794,0.762499988079071
